
text,label
"vitamin d is a key regulator of the renin-angiotensin system that is exploited by sars-cov-2 for entry into the host cells. further, vitamin d modulates multiple mechanisms of the immune system to contain the virus that includes dampening the entry and replication of sars-cov-2, reduces concentration of pro-inflammatory cytokines and increases levels of anti-inflammatory cytokines, enhances the production of natural antimicrobial peptide and activates defensive cells such as macrophages that could destroy sars-cov-2.",1
"sickle cell anemia (sca) is caused by a single gene mutation. sca varies in different patients mainly due to the fetal hemoglobin (hbf) level in the blood. no large research studies have ever compared factors seen in patients with the major different beta-globin genetic types; for example, senegal (sen), benin (ben), and bantu/central african republic (car). this research studies the importance of alpha genes, different beta gene types, and glucose-6-phosphate dehydrogenase (g6pd-an enzyme that protects red blood cells from damage) activity in patients before and after treatment with the medicine, hydroxyurea. this study included boys and girls who inherited the sickle hemoglobin (hbs) from both parents (ss -creteil pediatric group). facts about the alpha-gene and beta-globin genetic types were known. children who inherited the major different beta-globin genetic types from both parents made up 74% all patients car/car, ben/ben, and sen/sen. hydroxyurea (hu) was given to 168 children with sickle cell anemia (sca). factors in the blood were recorded when hbf was highest. changes were analyzed after hydroxyurea (hu) was given. before hu, the car beta-globin genetic type and the alpha-gene were separately linked to lower hemoglobin and higher lactate dehydrogenase (an enzyme from tissue damage). higher hbf was linked to lower car genetic type numbers but higher ben and sen genetic type numbers. a bcl11a gene mutation is linked to the favorable higher hbf levels. this gene mutation was also linked to higher ben, but lower car genetic type numbers. with hu treatment, positive changes and higher hbf numbers were linked to the ben genetic type. ben/ben patients had higher hbf and hemoglobin (hb) levelsthan car/car and sen/sen patients. this research shows that children inheriting ben mutations from both parents (ben/ben) have the best response on hydroxyurea. this could be related to the more likely presence of favorable genetic mutations for hbf production in these patients.",0
"most swallowing problems can be fixed, although the treatment depends on the type of trouble swallowing. a team of surgeons, doctors who treat organs involved in speech production, and people who treat communication and swallowing disorders is needed to figure out the best treatment. information provided by the patient, examination of the swallowing muscles, and using a flexible tube with a camera to see swallowing of different foods help decide whether swallowing exercises are enough, or whether drugs or surgery are also needed to prevent something entering the airway or lungs by accident, prevent a lack of nutrients in the body, and prevent a lack of fluid in the body.",0
"phenylketonuria (pku) is an autosomal recessive disorder caused by a large number of mutations at the phenylalanine hydroxylase (pah) locus, most of which are strongly associated with specific rflp or vntr haplotypes. one of the major questions remaining in pku research is why this apparently maladaptive disorder has been maintained at a frequency of approximately 1 in 10,000 among caucasians. a growing number of studies have provided evidence that both the relatively high frequency of pku and the strong mutation/haplotype associations might reflect the existence of multiple founding populations for pku. examples of putative founding populations for pku in both europe and asia will be presented. some pah mutations are associated with multiple haplotypes, suggesting recurrence. evidence for and against recurrence as the mechanism responsible for the association of the r408w mutation with rflp haplotypes 1 and 2 will be discussed.",1
"researchers studied ways to treat patients with upper respiratory tract symptoms due to disorder of a nerve supplying sensation (sensory neuropathy) to the throat-the recurrent laryngeal nerve. researchers studied patients who had symptoms of sensory neuropathy including disorders of speech (dysphonia), spasms of the muscles of the voice box (laryngospasm), and chronic cough. the patients were followed to see if their symptoms improved after starting a neuromodulator (a drug that has an effect on nerves). patients were asked if the drug improved their symptoms. in 12 patients, tests showed 75% had motor neuropathy (disorder of the nerves controlling the muscles) of the throat. also, 83% had chronic cough treated with a neuromodulator. they were followed for about 20 months. two neuromodulator drugs were used in the study, amitriptyline hydrochloride (about 25 mg a day) and gabapentin (about 300 mg three times a day). it took about 2 months for complete symptom improvement after the drugs were first started. these neuromodulator drugs often help the symptoms if doctors suspect neuropathy of the recurrent laryngeal nerve as the cause. in patients with chronic cough and recurrent laryngospasm, doctors may add therapy to prevent reflux and decrease stoamch acid. patient who have motor neuropathy seem to have better improvement with neuromodulator drugs.",0
"the role of undetected infection within the uterus in preterm labor (between week 20 and 27 of pregnancy) was evaluated in 40 patients and control subjects. the 24 preterm labor patients with a negative (no detection) c-reactive protein value responded to tocolysis, a procedure to delay delivery, most of the time. these patients had an average delay of delivery for 35.5 days and an average gestational (pregnant) age of 36.9 weeks. c-reactive protein is a type of protein found in the blood that increases during times of internal inflammation (redness and swelling from infection-fighting). the 16 patients with a positive (with detection of) c-reactive protein value responded to tocolysis less than half of the time. these patients had an average delay of delivery of 14.4 days and an average gestational age of 33.2 weeks. evidence of chorioamnionitis, an infection within the membranes surrounding a fetus, was present in 32.9% of 310 preterm deliveries. evidence of chorioamnionitis was only found in 22.3% of 1631 term deliveries. the presence of undetected infection must be considered in cases of preterm labor, especially among patients for whom tocolytic therapy is unsuccessful.",0
"phenylketonuria (pku) is an inborn error of metabolism (iem) most often caused by missense mutations in the gene encoding phenylalanine hydroxylase (pah) which catalyzes the hydroxylation of phenylalanine (phe) generating tyrosine (tyr). pku belongs to a class of amino acid aminoacidopathies termed “toxic accumulation-iems” where the circulating toxin is an amino acid or its metabolites. mutations in an enzyme, such as pah, are recessive since one functioning enzyme with the wild-type allele is sufficient. tetrahydrobiopterin (bh4) binds to the catalytic domain of pah and is a cofactor for this reaction. pah is primarily a hepatic enzyme. elevated blood phe levels and decreased tyr levels characterize pku. newborns with pku can appear normal at birth with the first signs appearing after several months. these signs can include musty odor from skin and urine, fair skin, eczema, seizures, tremors, and hyperactivity.",1
"treatment of bedsores is a serious medical problem. often, a bedsore is hard to cure, especially when it is deep and covers a large area, and usually has a poor prognosis (plan for recovery). treating bedsores requires specialized dressings, which play an important role in the healing process. we aim to rate how well active specialized dressings, which promote healing by keeping the wound moist, work to treat bedsores. we looked at 40 patients, 18 (45%) women and 22 (55%) men, with bedsores differing in size and depth, located near the bottom of the spine, lasting from 1.5 to 3.0 months. we randomly assigned patients to two groups of 20 people each and treated them with two different specialist dressings for 4 weeks. we used atrauman ag, which contains silver ions, in the first group and paraffin (waxy) gauze of bactigras type in the second group. we measured the progress of bedsore healing by measuring the wound's boundaries, which calculates the surface area. results showed average bedsore surface area significantly decreased in the first group by 60.2% and in the second group by 32.95%, suggesting dressings with silver ions worked better. we conclude that specialist dressings significantly decrease bedsore surface area, and dressings with silver ions work better than those without.",0
"the covid-19 virus has caused a pandemic in humans and targets the organs and tissues that help people breathe. it also causes viral pneumonia which is an infection in the lungs. this unusual viral pneumonia is quickly spreading to all parts of the world and is currently impacting about 105 million people with 2.3 million deaths. reviews describe the history of the covid-19 virus, its genetic make-up, how it replicates, and how it develops with attention to nigella sativum (n. sativum), a black seed from a plant that may be a possible treatment. n. sativum seeds have been used for centuries, both for prevention and treatment of different diseases. this review summarizes the potential role of n. sativum seeds against covid-19 infection using computers and lab and animal experiments.",0
"phosphatidylserine (ps), a fatty substance, may have beneficial effects on cognitive (or thinking-related) functions. this study evaluated the effectiveness of a unique formula of ps (ps-dha or ps with omega-3 fatty acids) in non-demented elderly with memory complaints. the study evaluated 157 participants. the participants were randomly assigned one of two treatment groups: ps-dha or placebo (sham treatment). treatments were given for 15 weeks. effectiveness measures were assessed before and after treatment. clinicians' global impression of change (a point scale to determine if illness has improved) was assessed (measured) following 7 and 15 weeks of treatment. 131 participants completed the study. however, 9 were excluded as they did not follow the study rules. at the end of the study, verbal immediate recall was significantly improved in the ps-dha group compared to the placebo group. post-study analysis showed that a subset of participants with relatively good cognitive performance prior to treatment had significant treatment-associated improvements in cognitive function. these favorable results were further supported by the proportion of participants who achieved a pre-defined level of improvement. the results indicate that ps-dha may improve cognitive performance in non-demented elderly with memory complaints. post-study analysis of subgroups suggests that participants with higher baseline cognitive status were most likely to respond to ps-dha. the results of this study should be followed up by additional studies to confirm the tentative conclusions made here.",0
"this article aims to cover the basics of how well levothyroxine (lt4 - a common thyroid medication) is absorbed when taken by mouth, reasons why people may have continuously high blood levels of thyroid stimulating hormone, and other ways to take levothyroxine. although lt4 tablets taken by mouth are most commonly used for thyroid hormone replacement in people with underactive thyroids, studies show that taking lt4 in liquid-form by mouth, shot to a vein or muscle, and through the rectum can work to treat poorly-controlled underactive thyroid. underactive thyroid is one of the most common hormone disorders doctors see. lt4 is one of the most commonly prescribed drugs in the world and is the recommended treatment for underactive thyroid. generally, people with underactive thyroids will take lt4 tablets by mouth and track thryoid levels with common blood thyroid tests, including measuring levels of thyroid-stimulating hormone. taking lt4 tablets by mouth does not keep blood thyroid-stimulating hormone levels at the right level for many people. some of these people may have poorly-controlled underactive thyroids, or refractory underactive thyroids. this group of people might need to take lt4 in other forms or other ways, including liquid-form by mouth, shot to a vein or muscle, or even through the rectum.",0
"animal and human studies suggest that vitamin b6 deficiency affects both humoral and cell-mediated immune responses. lymphocyte differentiation and maturation are altered by deficiency, delayed-type hypersensitivity responses are reduced, and antibody production may be indirectly impaired. although repletion of the vitamin restores these functions, megadoses do not produce benefits beyond those observed with moderate supplementation. additional human studies indicate that vitamin b6 status may influence tumor growth and disease processes. deficiency of the vitamin has been associated with immunological changes observed in the elderly, persons infected with human immunodeficiency virus (hiv), and those with uremia or rheumatoid arthritis. future research efforts should focus on establishing the mechanism underlying the effects of vitamin b6 on immunity and should attempt to establish safe intake levels that optimize immune response.",1
"uncontrolled bleeding is the leading cause of shock in trauma patients. delays in recognition and treatment have been linked to adverse outcomes. for quick detection and management of hypovolemic shock, atls(®) suggests four shock classes. these classes are based upon vital signs and an estimated blood loss in percent. hypovolemic shock is due to volume loss with blood vessels or blood vascular system. although this classification has been widely used, there is no clear evidence to fully support this classification. in contrast, it has recently been shown that this classification may be associated with substantial deficits. evaluation of data derived from the traumaregister dgu(®) indicated only 9.3% of all trauma patients could be placed into one of the atls(®) shock classes when a combination of the three vital signs was assessed (measured). because of this, more than 90% of all trauma patients could not be classified according to the atls(®) classification of hypovolemic shock. further review included data from the uk-based tarn registry. this evaluation suggested that atls(®) may overestimate the degree of tachycardia (high heart rate) associated with low blood pressure and underestimate mental disability in the presence of hypovolemic shock. this finding was independent from pre-hospital treatment and from the presence or absence of a severe traumatic brain injury. the underlying trauma mechanism, or what caused the injury, had no influence on the number of patients who could be categorized. considering these potential gaps associated with the atls(®) classification of hypovolemic shock, an online survey was conducted. the survey assessed 383 european atls(®) course instructors and directors. the survey was completed to assess the understanding and confidence in this tool during daily clinical trauma care. less than half of all respondents declared that they would assess a potential circulatory depletion within the primary survey according to the atls(®) classification of hypovolemic shock. based on these observations, a critical reappraisal (revision) of the current atls(®) classification of hypovolemic is needed.",0
"as covid-19 (a viral respiratory disease) spreads rapidly worldwide and variants emerge, the creation and use of safe, effective vaccines are urgently needed. here, we created a pre-protein, moleculer vaccine based on a specific molecular region (labeled tf-rbd) of a unique protein combined to iron-containing molecules. compared to the molecular vaccine binding to the region without iron, vaccines binding the same region but with iron-containing molecules delivered via muscle show vigorous, long-lasting immunity and specific immune responses. after adding the live respiratory virus, immunization with a two-shot low-dose schedule of the tf-rbd vaccine protected infected mice. also, the molecular template of the tf-rbd vaccine was easily altered to address specific respiratory viral mutations. the tf-rbd, multi-variant-sensitive vaccine created general-purpose antibodies against multiple variants. this molecular vaccine based on a specific, self-created, triple-unit region is a model for creating molecular vaccines targeting the respiratory sars-cov-2 virus.",0
"newborn screening is important for the early detection of many hereditary and metabolic disorders. it is aimed at the earliest possible recognition and management of affected newborns, to prevent the health problems, deaths, and disabilities associated with an inherited metabolic disorder. this comprehensive system includes; testing, education, follow up, diagnosis, treatment, management, and evaluation. there are major differences among many of the disorders being considered for inclusion in newborn screening programs. in recent times, advances in laboratory technology such as tandem mass spectrometry (ms/ms), has increased the number of genetic conditions that can be diagnosed through newborn screening programs at birth. with a single dried filter paper blood spot, ms/ms can identify more than 30 inherited metabolic disorders in around two to three minutes. advances have been made in the diagnosis and treatment of genetic disorders related to metabolism. our understanding of the natural history of these disorders has also increased. both these improvements have produced pressure to implement expanded newborn screening programs in many countries. even as many countries throughout the world have made newborn screening mandatory, in iran, nationwide newborn screening for inherited metabolic disorders has not been started, except for hypothyroidism. because of this, there is not much information about these diseases. this article aims to review the recent advances in newborn metabolic screening and its situation in iran and other countries.",0
"we aimed to test the effect of monoclonal antibodies (mabs), antibodies that bind to only one site of a foreign organism. we determine if mabs may help grow mutated virus variants that may weaken mab effectiveness. we test the effect of mabs on the virus species and amount in the upper throat of mab-treated patients. the mabs used were: bamlanivimab alone (4 patients), bamlanivimab/etesevimab (23 patients), and casirivimab/imdevimab (5 patients). the amount of sars-cov-2 viruses, which cause a respiratory illness, in the upper throats of mab-treated patients decreased 7 days after treatment. five patients with an impaired immune system and given bamlanivimab/etesevimab had mutations that reduced the effect of mabs. two patients with sars-cov-2 variants had a mutations 7 days after treatment, along with a third patient 14 days after treatment. the fourth patient had a variant with a mutation 7 days after treatment, along with a fifth patient on day 21. the onset of the mutation came with a rebound or stabilization of virus amount in 3/5 patients. two-mab treatment can lead to resistant sars-cov-2 variants in patients with an impaired immune system. patients given mabs should be monitored and measures to limit virus spread reinforced.",0
"hiatus hernia refers to conditions in which elements of the abdominal cavity, most commonly the stomach, herniate through the oesophageal hiatus into the mediastinum. with the most common type (type i or sliding hiatus hernia) this is associated with laxity of the phrenooesophageal membrane and the gastric cardia herniates. sliding hiatus hernia is readily diagnosed by barium swallow radiography, endoscopy, or manometry when greater than 2 cm in axial span. however, the mobility of the oesophagogastric junction precludes the reliable detection of more subtle disruption by endoscopy or radiography. detecting lesser degrees of axial separation between the lower oesophageal sphincter and crural diaphragm can only be reliably accomplished with high-resolution manometry, a technique that permits real time localization of these oesophagogastric junction components without swallow or distention related artefact.",1
"postpartum depression is one of the most prevalent psychopathologies. its prevalence is estimated to be between 10% and 15%. despite its multifactorial etiology, it is known that genetics play an important role in the genesis of this disorder. this paper reviews epidemiological evidence supporting the role of genetics in postpartum depression (ppd). the main objectives of this review are to determine which genes and polymorphisms are associated with ppd and discuss how this association may occur. in addition, this paper explores whether these genes are somehow related to or even the same as those linked to major depression (md). to identify gaps in the current knowledge that require investigation, a systematic review was conducted in the electronic databases pubmed, lilacs and scielo using the index terms ""postpartum depression"" and ""genetics"". literature searches for articles in peer-reviewed journals were made until april 2014. ppd was indexed 56 times with genetics. the inclusion criteria were articles in portuguese, spanish or english that were available by institutional means or sent by authors upon request; this search resulted in 20 papers. genes and polymorphisms traditionally related to md, which are those involved in the serotonin, catecholamine, brain-derived neurotrophic factor and tryptophan metabolism, have been the most studied, and some have been related to ppd. the results are conflicting and some depend on epigenetics, which makes the data incipient. further studies are required to determine the genes that are involved in ppd and establish the nature of the relationship between these genes and ppd.",1
"background: whereas the frequency of alopecia to cytotoxic chemotherapies has been well described, the incidence of alopecia during endocrine therapies (i.e., anti-estrogens, aromatase inhibitors) has not been investigated. endocrine agents are widely used in the treatment and prevention of many solid tumors, principally those of the breast and prostate. adherence to these therapies is suboptimal, in part because of toxicities. we performed a systematic analysis of the literature to ascertain the incidence and risk for alopecia in patients receiving endocrine therapies. results: data from 19,430 patients in 35 clinical trials were available for analysis. of these, 13,415 patients had received endocrine treatments and 6,015 patients served as controls. the incidence of all-grade alopecia ranged from 0% to 25%, with an overall incidence of 4.4% (95% confidence interval: 3.3%-5.9%). the highest incidence of all-grade alopecia was observed in patients treated with tamoxifen in a phase ii trial (25.4%); similarly, the overall incidence of grade 2 alopecia by meta-analysis was highest with tamoxifen (6.4%). the overall relative risk of alopecia in comparison with placebo was 12.88 (p < .001), with selective estrogen receptor modulators having the highest risk. conclusion: alopecia is a common yet underreported adverse event of endocrine-based cancer therapies. their long-term use heightens the importance of this condition on patients' quality of life. these findings are critical for pretherapy counseling, the identification of risk factors, and the development of interventions that could enhance adherence and mitigate this psychosocially difficult event.",1
